"Timestamp","Quality","Manufacturer","Phone Model","OS","Rooted","Baseband version","Source","Encoder","Application Location","Version","User Message"
"5/11/2018 20:03:42","Voice Line Quality","HUAWEI","BND-L21","Android: 8.0.0, 4.4.23 ","No","21C60B269S003C000,21C60B269S003C000","Voice Line","3gp, aac","User Installed","1.6.5",""
"5/13/2018 9:17:18","Voice Line Quality","HUAWEI","ALE-L21","Android: 5.0, 3.10.61-g7af1093","Yes","22.126.08.00.00,22.126.08.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/13/2018 9:17:42","Mic Quality","HUAWEI","ALE-L21","Android: 5.0, 3.10.61-g7af1093","Yes","22.126.08.00.00,22.126.08.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/15/2018 0:30:31","Voice Line Quality","HUAWEI","H30-U10","Android: 4.2.2, 3.4.5","No","MOLY.WR8.W1315.MD.WG.MP.V5.P29, 2014/09/09 09:43","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/15/2018 19:39:47","Voice Line Quality","samsung","SM-A700FD","Android: 6.0.1, 3.10.49-9040243","No","A700FDXXU1CPF1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5","Please add filter(do not record) by number. Thanks for great app."
"5/16/2018 5:33:39","Voice Line Quality","samsung","SM-J510F","Android: 7.1.1, 3.10.49-12476963","Yes","J510FXXU2BQK1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/16/2018 20:16:41","Voice Line Quality","blackberry","STV100-1","Android: 6.0.1, 3.10.84-perf-gd46863f","No","MPSS.BO.2.6.2.c2-00007-M8994FAAAANAZM-1.88616.1.97840.1","System Default","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/17/2018 20:35:08","Voice Line Quality","samsung","SM-A520F","Android: 6.0.1, 3.18.14-10911830","No","A520FXXU2AQF5","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/18/2018 21:26:53","Voice Line Quality","HUAWEI","MYA-L22","Android: 6.0, 3.18.19 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V94.P66","Auto (default)","3gp, aac","User Installed","1.6.6",""
"5/20/2018 11:20:25","Voice Line Quality","samsung","SM-A720F","Android: 7.0, 3.18.14-12598883","No","A720FXXU3BRB6","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/20/2018 11:20:53","Voice Line Quality","samsung","SM-A720F","Android: 7.0, 3.18.14-12598883","No","A720FXXU3BRB6","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/20/2018 15:54:22","No Opponent Side","ZUK","Z2 Plus","Android: 7.1.2, 3.18.31-n7x-caf-gc1465183c34","Yes","9-00026-M8996FAAAANAZM-1.63821.1","System Default","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.6","Tried more or less all options, doesn't work as intended on my device, only on loudspeaker"
"5/21/2018 14:52:28","there's nothing. ","ZTE","ZTE BLADE A612","Android: 7.0, 3.18.35 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V110.5.P28, 2017/07/18 17:01","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.6","i dont even know how to use it or set it up. U spent so much time to make this app but just a few sec to instruct people. I dont blame u for google's fault but i do for lack of a proper manual for average meat eatting ape."
"5/22/2018 9:24:44","Low Bandwidth Opponent Side","HUAWEI","CHM-U01","Android: 4.4.2, 3.10.49-g4dd578c","Yes","21.300.08.00.00,21.300.08.00.00","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/24/2018 9:37:33","Mic Quality","samsung","SM-N900","Android: 5.0, 3.4.39-5764310","Yes","N900DDUEBPF1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/25/2018 0:29:32","Voice Line Quality","samsung","SM-G900M","Android: 7.1.2, 14.1-20180118-NIGHTLY-klte, 3.4.113-lineageos-g450ae2e","Yes","G900MUBU1CPD1","Auto (default)","3gp, aac","User Installed","1.6.5","Please develop a way to rec whatsapp calls, this apk is simple and great! "
"5/25/2018 9:29:18","Voice Line Quality","samsung","SM-J106F","Android: 6.0.1, 3.10.65-13092899","No","J106FJVU0ARB3","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/25/2018 9:36:35","Voice Line Quality","samsung","SM-J106F","Android: 6.0.1, 3.10.65-13092899","No","J106FJVU0ARB3","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/27/2018 15:29:27","Voice Line Quality","HUAWEI","Che2-L11","Android: 4.4.2, 3.10.49-gb78c20d","No","21.233.00.00.00,21.233.00.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/27/2018 15:38:28","Voice Line Quality","HUAWEI","Che2-L11","Android: 4.4.2, 3.10.49-gb78c20d","No","21.233.00.00.00,21.233.00.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/28/2018 0:11:31","No Opponent Side","samsung","SM-N950F","Android: 8.0.0, 4.4.13-13094739-QB17617410","No","N950FXXU3CRB9","System Default","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.6","I've tried various settings, beginning with defaults, still no sound of other party."
"5/30/2018 22:50:34","SIP Line working perfect when Call Recording is DISABLED, otherwise audio stuttering","samsung","SGH-I337M","Android: 8.1.0, 3.4.112-aosp-g420231a","Yes","I337MVLUGOC4","System RAW","3gp, aac","User Installed","1.6.6","I tried all source options, stuttering always happening, but recording works (stuttering too as Call Recording seems to affect native phone app's performance somehow). Gonna attempt with an external sdcard merged with system, and then by making the app a system app if nothing changed."
"5/31/2018 22:29:44","Voice Line Quality","LGE","LG-K350","Android: 6.0, 3.18.19 ","No","MOLY.LR9.W1530.MD.LWTG.TC01.SP.M1V.V1.P13, 2016/06/23 22:30","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.9",""
"5/31/2018 22:33:08","Voice Line Quality","LGE","LG-K350","Android: 6.0, 3.18.19 ","No","MOLY.LR9.W1530.MD.LWTG.TC01.SP.M1V.V1.P13, 2016/06/23 22:30","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.9","I dont know which quality i liste, but this software works awesome here. Its the first time i há e a working call recorder. The ones at gplay doesnt works, none of them. Thanks a lot. Once i get money i'll donate to you. "
"5/31/2018 23:13:29","Its good. I'd like to record WhatsApp calls though","Sony","F5121","Android: 8.0.0, 3.10.84-perf-g239435cb110","No","8976-8976.gen.prodQ-00017-35","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.13",""
"6/1/2018 1:41:46","Voice Line Quality","samsung","SM-N910F","Android: 6.0.1, 3.10.40-10100220","No","N910FXXS1DQA1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.9","Thank you for this fine programm"
"6/2/2018 18:51:28","Voice Line Quality","LGE","VS986","Android: 6.0, 3.10.84-g2d76c81-00004-g509e2f1","No","MPSS.BO.2.5.c3-00133-M8992FAAAANAZM-1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.13","I love the app, and it works just perfectly for me. No issues whatsoever."
"6/3/2018 2:32:24","Mic Quality","Sony","C2305","Android: 4.2.2, 3.4.5","No","MOLY.WR8.W1248.MD.WG.MP.V9.F4.P3, 2013/12/13 10:08","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"6/3/2018 14:12:47","Mic Quality","samsung","SM-G900W8","Android: 8.1.0, 3.4.113-lineageos-g6a2de78746c1","Yes","G900W8VLU1DQB2","Auto (default)","3gp, aac","User Installed","1.6.13",""
"6/4/2018 22:39:03","ظبت صدا","HUAWEI","HUAWEI NMO-L31","Android: 6.0, 3.10.90-g7e640ec","No","21.290.03.00.031,21.290.03.00.031","Voice Line","3gp, aac","User Installed","1.6.5",""
"6/6/2018 8:17:40","Voice Line Quality","LGE","LG-M200","Android: 7.0, 3.18.31-perf-g5d48548","No","MPSS.JO.2.0.c1.2-00031-8937_GENNS_PACK-1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/8/2018 9:09:44","No Opponent Side","LG","Nexus 5x","8.1","No","M89FF","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14","Thank you for the great work!"
"6/8/2018 15:06:29","No My Side","samsung","SM-J530F","Android: 7.0, 3.18.14-12779141","No","J530FXXU2ARA2","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/10/2018 12:47:51","Mic Quality","HUAWEI","ALE-L21","Android: 6.0, 3.10.86-g9864f0c","Yes","22.300.06.00.00,22.300.06.00.00","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"6/12/2018 4:09:23","Voice Line Quality","samsung","SM-S550TL","Android: 6.0.1, 3.10.9-8489251","Yes","S550TLUDU1APG1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14",""
"6/12/2018 7:55:42","Voice Line Quality","LGE","LG-D855","Android: 7.1.2, 3.4.113-crdroid-g6bb9b26","Yes","MPSS.DI.2.0.1.c1.13.2-00002-M8974AAAAANPZM-1","Auto (default)","3gp, aac","User Installed","1.6.9","Works brilliantly"
"6/13/2018 8:19:22","Low Bandwidth Opponent Side","Xiaomi","Mi A1","Android: 8.0.0, 3.18.66-perf-g7b33877","No","953_GEN_PACK-1.130033.1.131132.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14","The opponent side's volume is very low even with highest volumn."
"6/13/2018 9:13:40","Voice Line Quality","OnePlus","ONEPLUS A3003","Android: 8.1.0, 3.18.71-lineageos-g38d3e2297c37","Yes","MPSS.TH.2.0.c1.9-00102-M8996FAAAANAZM-1.99649.1.118107.1","Auto (default)","3gp, aac","User Installed","1.6.14","It works"
"6/13/2018 12:05:27","Mic Quality","LENOVO","Lenovo A7000-a","Android: 5.0, 3.10.61 ","No","A7000.ROW.V15, 2015/09/17 09:50","Mic","3gp, aac","User Installed","1.6.14",""
"6/13/2018 18:14:56","Voice Line Quality","motorola","Moto E","Android: 7.1.2, 14.1-20180523-microG-condor, 3.4.112-g67cb120990a","Yes","MSM8610BP_18033.4614.45.00R","System Default","3gp, aac","System Preinstalled","1.6.14",""
"6/15/2018 8:09:15","No Opponent Side","Sony","D5322","Android: 5.1.1, 3.4.0 ","Yes","8228-AAAAANWZQ-204027-42","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14",""
"6/15/2018 11:18:43","Not working ","samsung","SM-A600G","Android: 8.0.0, 3.18.14-13397306-QB18066892","No","A600GDXU1ARDA","Auto (default)","3gp, aac","User Installed","1.6.14",""
"6/16/2018 2:01:42","Voice Line Quality","HUAWEI","ALE-L21","Android: 6.0, 3.10.86-g9864f0c","No","22.300.06.00.00,22.300.06.00.00","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/16/2018 22:20:59","Voice Line Quality","OnePlus","ONEPLUS A6003","Android: 8.1.0, 4.9.65-perf ","Yes","MPSS.AT.4.0.c2.10-00014-SDM845_GEN_PACK-1.151767.1","Auto (default)","3gp, aac","User Installed","1.6.14",""
"6/17/2018 16:56:46","Voice Line Quality","samsung","SM-G960U","Android: 8.0.0, 4.9.65-13087505","No","G960USQU1ARBG","Mic","3gp, aac","User Installed","1.6.14",""
"6/17/2018 21:46:55","Voice Line Quality","samsung","SM-J105F","Android: 5.1.1, 3.10.65-12623526","No","J105FXFU0ARC1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14","Very good app. Thanks to the dev contributers"
"6/18/2018 2:23:40","Mic Quality","samsung","GT-I9082","Android: 4.1.2, 3.0.31-1036409","Yes","I9082XXAMC4","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/20/2018 12:25:43","Voice Line Quality","samsung","SM-G532F","Android: 6.0.1, 3.18.19-13534163","No","G532FXXU1ARB1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/20/2018 12:25:55","Voice Line Quality","samsung","SM-G532F","Android: 6.0.1, 3.18.19-13534163","No","G532FXXU1ARB1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/21/2018 4:45:57","Low Bandwidth Opponent Side","ZTE","Z971","Android: 7.1.1, 3.18.31-perf-gec2fe5e","No","7_GENNS_PACK-1.124341.1.125208.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14","Only some of my call recorder calls are showing up in the app list.
I'm using the f-droid version"
"6/23/2018 9:11:33","Voice Line Quality","SMART","Leto II","Android: 6.0, 3.18.19 ","No","MOLY.WR8.W1449.MD.WG.MP.V57.P5, 2016/10/10 14:39","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/24/2018 13:00:41","Voice Line Quality","Sony","D2206","Android: 4.4.4, 3.4.0","No","8926-DAAAANAZQ-00002-13","Voice Line","3gp, aac","User Installed","1.6.5",""
"6/24/2018 20:45:15","Low Bandwidth Booth Sides","samsung","SM-A310F","Android: 7.0, 3.10.61-11350514","No","A310FXXU3CQK2","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/24/2018 20:53:43","Mic Quality","HUAWEI","CHM-U01","Android: 4.4.2, 3.10.49-g4dd578c","No","21.300.08.00.00,21.300.08.00.00","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/26/2018 21:30:18","Voice Line Quality","Sony","D2206","Android: 4.4.4, 3.4.0","No","8926-DAAAANAZQ-00002-13","Auto (default)","3gp, aac","User Installed","1.6.5",""
"6/27/2018 19:31:12","Voice Line Quality","samsung","SM-J200H","Android: 5.1.1, 3.10.65-803547","No","J200HXXU0AOI9","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/1/2018 10:04:54","Voice Line Quality","HUAWEI","HUAWEI G750-U10","Android: 4.2.2, 3.4.39","Yes","MOLY.WR8.W1315.MD.WG.MP.V19.P10, 2014/04/10 08:30","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"7/2/2018 10:50:30","Mic Quality","HUAWEI","HUAWEI LYO-L21","Android: 5.1, 3.10.65 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V42.P40,MOLY.LR9.W1444.MD.LWTG.MP.V42.P40, 2017/06/01 15:45","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.14",""
"7/2/2018 10:57:12","Mic Quality","HUAWEI","HUAWEI LYO-L21","Android: 5.1, 3.10.65 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V42.P40,MOLY.LR9.W1444.MD.LWTG.MP.V42.P40, 2017/06/01 15:45","Auto (default)","3gp, aac","User Installed","1.6.14",""
"7/2/2018 11:40:31","Voice Line Quality","Valencia2_Y100pro","Valencia2_Y100pro","Android: 5.1, 3.10.65 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V8.P28, 2016/02/23 13:53","Auto (default)","3gp, aac","User Installed","1.6.14","Nice app. Has been working great so far."
"7/3/2018 14:59:10","Voice Line Quality","Vodafone","VFD 600","Android: 6.0.1, 3.10.49","Yes","c1-00049-8909_GEN_PACK-1.68379.1","Voice Line","3gp, aac","User Installed","1.6.15",""
"7/4/2018 1:12:33","Voice Line Quality","HUAWEI","PRA-LA1","Android: 7.0, 4.1.18-g642bc10","Yes","21.288.03.00.050,21.288.03.00.050","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"7/4/2018 21:10:09","No Opponent Side","HUAWEI","CLT-L29","Android: 8.1.0, 4.4.103 ","No","21C20B362S000C000,21C20B362S000C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","Добрый день. Не слышно голоса собеседника "
"7/6/2018 5:19:58","Mic Quality","samsung","SM-G900T","Android: 7.1.2, 14.1-20180629-microG-klte, 3.4.113-lineageos-g31d25d7aca3","No","G900TUVS1GQA2","Auto (default)","3gp, aac","User Installed","1.6.15","Please allow dialling from the call record app so I don't have to turn on auto-record to record one call."
"7/6/2018 22:08:00","Voice Line Quality","samsung","GT-S6802","Android: 2.3.6, 2.6.35.7","No","unknown","Voice Line","3gp, aac","User Installed","1.6.15",""
"7/8/2018 16:07:10","Voice Line Quality","HUAWEI","CAM-L21","Android: 6.0, 3.10.86-g2687ed6","No","22.355.02.00.00,22.355.02.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"7/10/2018 10:51:11","Failed to start","samsung","SM-G920I","Android: 7.0, 3.10.61-13185647","No","G920IDVU3FRA8","Auto (default)","3gp, aac","User Installed","1.6.16","Did not start"
"7/10/2018 17:32:49","Voice Line Quality","OnePlus","A0001","Android: 8.1.0, 3.4.113-bacon-g2130127","Yes","DI.3.0.c6-00241-M8974AAAAANAZM-1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","My voice is loud but other is lower..."
"7/13/2018 11:02:19","No Opponent Side","LGE","Nexus 4","Android: 8.1.0, 3.4.113-lineageos-g43295f3","Yes","M9615A-CEFWMAZM-2.0.1701.07","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","There is no way to record opponent side. All I can hear is my side of the conversation, no matter which settings I use."
"7/14/2018 0:42:50","Voice Line Quality","samsung","SM-J701F","Android: 7.0, 3.18.14-11678590","No","J701FXXU1AQI1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/14/2018 19:33:22","Voice Line Quality","HUAWEI","P10 lite","Android: 7.0, 4.1.18-gf935254","No","21C60B269S002C000,21C60B269S002C000","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16",""
"7/14/2018 22:11:57","Voice Line Quality","samsung","SM-J530F","Android: 7.0, 3.18.14-12779141","No","J530FXXU2ARA2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"7/15/2018 9:32:39","Mic Quality","Google","Pixel","Android: 8.1.0, 3.18.70-g82eea0a0797-00017-gc196b1dc825","Yes","8996-130181-1805011532","Auto (default)","3gp, aac","User Installed","1.6.15","Can you add a root option?I have root but only mic quality"
"7/15/2018 16:57:49","Voice Line Quality","LGE","LG-K220","Android: 6.0.1, 3.18.19","No","MOLY.LR9.W1530.MD.LWTG.TC01.SP.K6GLOBAL.V1.P25, 2017/01/10 08:42","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"7/17/2018 13:35:08","Voice Line Quality","Acer","E39","Android: 4.4.2, 3.4.67","Yes","MOLY.WR8.W1315.MD.WG.MP.V37.P31, 2014/12/03 18:37","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.15","То пишет, то не пишет(причём в списке загруженных программа болтается всегда) - невозможно определить, от чего это зависит."
"7/21/2018 10:41:34","Voice Line Quality","OnePlus","ONEPLUS A3003","Android: 7.0, 3.18.31-perf ","Yes","MPSS.TH.2.0.c1.9-00078-M8996FAAAANAZM-1.81324.1","Auto (default)","3gp, aac","User Installed","1.6.14","Auto cloud upload support, please."
"7/23/2018 3:03:04","Voice Line Quality","HUAWEI","PRA-LA1","Android: 7.0, 4.1.18-g642bc10","Yes","21.288.03.00.050,21.288.03.00.050","Auto (default)","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5","Y"
"7/23/2018 16:54:04","Voice Line Quality","HUAWEI","HUAWEI SCL-U31","Android: 5.1.1, 3.10.49-g33ceeea","No","11306101","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"7/23/2018 22:03:14","Voice Line Quality","HUAWEI","HUAWEI Y600-U20","Android: 4.2.2, 3.4.5","No","MOLY.WR8.W1315.MD.WG.MP.V11.P10, 2014/06/20 13:07","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/23/2018 22:04:58","My Side Muted to the opponent","HUAWEI","HUAWEI Y600-U20","Android: 4.2.2, 3.4.5","Yes","MOLY.WR8.W1315.MD.WG.MP.V11.P10, 2014/06/20 13:07","VoIP","3gp, aac","User Installed","1.6.5",""
"7/24/2018 1:29:26","Voice Line Quality","motorola","Moto E","Android: 7.1.2, 14.1-20180721-microG-otus, 3.4.112-g67cb120990a","Yes","MSM8610BP_18033.4614.44.00R","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16",""
"7/24/2018 15:15:43","Mic Quality","HUAWEI","HUAWEI G610-U20","Android: 4.2.1, 3.4.5","Yes","MOLY.WR8.W1248.MD.WG.MP.V5.P11, 2014/02/20 01:39","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"7/24/2018 15:25:17","Voice Line Quality","HUAWEI","HUAWEI G610-U20","Android: 4.2.1, 3.4.5","No","MOLY.WR8.W1248.MD.WG.MP.V5.P11, 2014/02/20 01:39","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/26/2018 8:51:35","Voice Line Quality","Acer","E39","Android: 4.4.2, 3.4.67","Yes","MOLY.WR8.W1315.MD.WG.MP.V37.P31, 2014/12/03 18:37","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","После обновления стала работать без сбоев. Не хватает разрешения на автозапуск и парольной защиты программы. А так - вообще класс!!!"
"7/26/2018 13:31:30","No Opponent Side","AlcatelOneTouch","Alcatel_5044R","Android: 7.0, 3.10.49-gf2f82e6-00003-g39ffe37","No",".JO.2.0.c1-00150-8909_GEN_PACK-1","Auto (default)","3gp, aac","System Preinstalled","1.6.16",""
"7/29/2018 1:37:20","My Side Muted to the opponent","samsung","SM-G925F","Android: 6.0.1, 3.10.61-7169835","Yes","G925FXXS4DPI1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/29/2018 1:38:42","Voice Line Quality","samsung","SM-G925F","Android: 6.0.1, 3.10.61-7169835","Yes","G925FXXS4DPI1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/29/2018 1:39:51","Voice Line Quality","samsung","SM-G925F","Android: 6.0.1, 3.10.61-7169835","Yes","G925FXXS4DPI1","Auto (default)","3gp, aac","User Installed","1.6.5","بله"
"7/29/2018 1:43:05","Voice Line Quality","samsung","SM-G925F","Android: 6.0.1, 3.10.61-7169835","Yes","G925FXXS4DPI1","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"7/29/2018 3:43:07","Voice Line Quality","HUAWEI","HUAWEI Y560-U02","Android: 4.4.2, 3.10.17","No","TM_BASE_MP_II_HUAWEI_W15.18|sc7731g_CP0_modem|05-01-2015 22:08:55","Auto (default)","3gp, aac","User Installed","1.6.5",""
"7/31/2018 2:16:00","Voice Line Quality","HUAWEI","PRA-LA1","Android: 7.0, 4.1.18-g642bc10","No","21.288.03.00.050,21.288.03.00.050","Auto (default)","3gp, aac","User Installed","1.6.5","Ggg"
"8/6/2018 13:51:03","Voice Line Quality","HUAWEI","HUAWEI TIT-AL00","Android: 5.1, 3.10.65","No","MOLY.LR9.W1444.MD.LWTG.MP.V16.P37.T1, 2016/06/27 10:10","Auto (default)","3gp, aac","User Installed","1.6.5",""
"8/6/2018 13:53:17","Doesn't record anything ","samsung","SM-G960F","Android: 8.0.0, 4.9.59-13792060-QB18608581","No","G960FXXU1BRF5","Auto (default)","3gp, aac","User Installed","1.6.16","Doesn't record anything "
"8/7/2018 11:43:06","Voice Line Quality","samsung","SM-J530F","Android: 7.0, 3.18.14-12779141","No","J530FXXU2ARA2","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/9/2018 21:59:12","No Opponent Side","samsung","SM-G570M","Android: 7.0, 3.18.14-12686191","No","G570MUBU3BRF1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","Unfortunetely it doesn't work well like worked in my old lg k8. In this fone i think it record the mic voice because i can clearly hear me but i barely hear the other side. I want to suggest to implement an audio compressor in this case to kinda bring the lower volumes up in order to make mic records sound more audible. It may also raise the noise, but i think this may be a nice improvement. Thanks, this piece of software is awesome. Comtact me if you want at heitordrpATgmailDOTcom"
"8/10/2018 8:59:03","Voice Line Quality","samsung","GT-S5830i","Android: 2.3.6, 2.6.35.7","Yes","unknown","Voice Line","3gp, aac","User Installed","1.6.16","654742108"
"8/11/2018 11:08:57","No My Side","samsung","SM-J701F","Android: 7.0, 3.18.14-11678590","Yes","J701FXXU1AQI1","Voice Line","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5",""
"8/12/2018 18:34:00","Voice Line Quality","samsung","SM-G935F","Android: 8.0.0, 3.18.14-13438344-QB18291953","No","G935FXXU2ERD6","Mic","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.16","App not call recorder"
"8/13/2018 11:37:51","Voice Line Quality","HUAWEI","HUAWEI CUN-U29","Android: 5.1, 3.10.72 ","Yes","MOLY.WR8.W1449.MD.WG.MP.V29.5.P5","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/14/2018 6:36:09","Voice Line Quality","zte","ZTE V765M","Android: 4.2.2, 3.4.5","Yes","MOLY.WR8.W1315.MD.WG.MP.V1, 2014/06/25 16:33","Auto (default)","3gp, aac","User Installed","1.6.16","Gracias! No grava??"
"8/14/2018 18:55:39","Voice Line Quality","motorola","Nexus 6","Android: 8.1.0, 3.10.108-gd38e77c","Yes","MDM9625_104670.31.05.51R","Auto (default)","3gp, aac","User Installed","1.6.18","Thank you so much for this awesome app !"
"8/14/2018 21:51:42","Voice Line Quality","Sony","G8441","Android: 8.1.0, 4.4.136-cryptomilk ","Yes","8998-8998.gen.prodQ-00197-27","Auto (default)","3gp, aac","User Installed","1.6.18","3gp and aac - good volume, voice line quality with crackling. Everything else - very low volume from opponent, mic quality on My Side. "
"8/16/2018 14:35:19","Voice Line Quality","Lenovo","Vibe P1","Android: 8.1.0, 3.10.49-g93eb538","Yes","MPSS.DPM.2.0.2.c1-00131","System Default","3gp, aac","User Installed","1.6.16","Harika bir uygulama reklam yok tlf yorulmuyor kasmiyor bunu modul olarak tlf eklentil olarak eklenilse harika olur."
"8/17/2018 23:26:04","Mic Quality","LGE","LG-VS985","Android: 8.1.0, 3.4.113-Lineage-g6ca1fbc8624","Yes","MPSS.DI.2.0.1.c1.13-00008-M8974AAAAANPZM-1","Auto (default)","3gp, aac","User Installed","1.6.22","Just to suggest one feature: register origen/destination phone and show it in the recordings index or at least append it in the name of file. Some other app use something like time_out_1234567890 for instance. Thanks a lot for your useful app."
"8/18/2018 23:43:08","Voice Line Quality","Xiaomi","Redmi 5A","Android: 7.1.2, 14.1-20180515-UNOFFICIAL-riva, 3.18.31-perf-gf41d4b9","Yes","MPSS.JO.3.0-00369-8937_GENNS_PACK-2_V044","Auto (default)","3gp, aac","User Installed","1.6.22",""
"8/20/2018 13:49:01","No Opponent Side","motorola","Moto G (5) Plus","Android: 7.0, 3.18.31-perf-gf055b2e-00107-g516eb24","No","M8953_37.46.07.47.01R POTTER_INDIADSDS_CUST","Voice Recognition","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.22","Oppositie side sound not coming in Nougat "
"8/20/2018 14:33:58","Voice Line Quality","samsung","GT-I9300I","Android: 4.4.4, 3.4.0-4967348","No","I9300IXXUBPF2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"8/22/2018 5:55:43","Mic Quality","HMD Global","TA-1038","Android: 8.0.0, 3.18.60 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V182.P2, 2018/04/23 19:10","Mic","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.22","Very low volume on other side my side volume records just fine"
"8/22/2018 12:27:18","Mic Quality","HUAWEI","VTR-L29","Android: 8.0.0, 4.4.23 ","No","21C30B323S003C000,21C30B323S003C000","VoIP","3gp, aac","User Installed","1.6.24",""
